business_used_car_id,created_at,deleted_at,modified_at,description,car_transmission_kind,company_service_type,color,distance,fuel,image_src,model_option,model_year,name,passengers,member_id
124,2021-09-12 16:09:20,2021-01-04 22:06:21,2021-07-01 13:45:07,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",AUTOMATIC,DIRECTTRADE,Red,54,DIESEL,http://dummyimage.com/229x176.png/cc0000/ffffff,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,2009,Sierra 1500,6,93
125,2021-05-16 12:29:28,2021-04-09 08:27:40,2021-09-11 09:49:17,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",STICK,CHANGE,Puce,97,GASOLINE,http://dummyimage.com/227x135.png/ff4444/ffffff,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,1994,Caprice,8,320
126,2021-07-06 23:42:18,2021-03-14 06:16:40,2021-04-14 12:25:05,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",STICK,CHANGE,Green,35,GASOLINE,http://dummyimage.com/210x324.png/cc0000/ffffff,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,2002,Cougar,5,346
127,2021-01-13 15:33:33,2021-04-19 00:25:33,2021-05-07 06:16:35,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",STICK,CHANGE,Yellow,75,GAS,http://dummyimage.com/223x204.png/5fa2dd/ffffff,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,2002,Lancer,6,285
128,2021-02-04 21:51:15,2021-04-27 20:58:11,2021-01-27 21:05:40,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",STICK,DIRECTTRADE,Indigo,83,DIESEL,http://dummyimage.com/107x193.png/ff4444/ffffff,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,2007,MKX,6,429
129,2021-04-22 15:58:56,2021-04-29 08:14:07,2021-03-14 16:07:06,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",AUTOMATIC,DIRECTTRADE,Khaki,97,GAS,http://dummyimage.com/169x209.png/cc0000/ffffff,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,1994,Paseo,1,5
130,2021-08-06 05:16:27,2021-04-02 03:15:33,2021-08-30 01:29:28,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",STICK,CHANGE,Aquamarine,50,DIESEL,http://dummyimage.com/134x353.png/dddddd/000000,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,1991,Skylark,9,564
131,2021-03-26 07:40:04,2021-09-23 03:59:54,2021-06-25 16:16:31,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",AUTOMATIC,CHANGE,Mauv,100,DIESEL,http://dummyimage.com/230x356.png/dddddd/000000,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2011,Regal,3,261
132,2021-06-27 00:32:49,2021-01-22 13:55:01,2021-09-11 04:46:55,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",AUTOMATIC,SALE,Violet,41,DIESEL,http://dummyimage.com/193x142.png/dddddd/000000,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,2004,Grand Am,3,981
133,2021-07-18 23:15:56,2021-07-14 10:07:55,2021-07-10 09:38:19,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",AUTOMATIC,CHANGE,Orange,93,GASOLINE,http://dummyimage.com/211x365.png/5fa2dd/ffffff,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,2010,Optima,2,975
134,2021-07-17 15:37:48,2021-08-03 14:45:09,2021-02-02 13:23:04,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",AUTOMATIC,DIRECTTRADE,Indigo,86,GASOLINE,http://dummyimage.com/155x298.png/dddddd/000000,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,2004,Titan,2,227
135,2021-09-17 15:41:24,2021-01-01 12:25:43,2021-09-15 16:58:09,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",AUTOMATIC,DIRECTTRADE,Indigo,25,GAS,http://dummyimage.com/112x356.png/ff4444/ffffff,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,2007,GS,5,76
136,2021-06-15 01:10:42,2021-03-08 05:09:42,2021-03-11 21:12:23,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",STICK,CHANGE,Teal,67,GASOLINE,http://dummyimage.com/245x303.png/5fa2dd/ffffff,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,1985,CR-X,8,409
137,2021-04-16 06:40:37,2021-01-06 17:39:48,2021-07-22 11:14:27,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",AUTOMATIC,CHANGE,Yellow,80,GAS,http://dummyimage.com/125x359.png/5fa2dd/ffffff,condimentum id luctus nec molestie sed justo pellentesque viverra pede,1979,280ZX,6,68
138,2021-08-01 07:41:27,2021-07-12 12:24:59,2021-03-08 09:08:08,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",AUTOMATIC,DIRECTTRADE,Pink,82,GAS,http://dummyimage.com/184x136.png/cc0000/ffffff,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,1991,300ZX,1,110
139,2021-02-14 11:13:07,2021-07-23 18:54:49,2021-04-21 06:54:00,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,AUTOMATIC,CHANGE,Aquamarine,62,GASOLINE,http://dummyimage.com/216x237.png/5fa2dd/ffffff,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,2000,F150,9,572
140,2021-02-19 01:22:41,2021-09-01 14:32:31,2021-08-05 21:58:58,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",STICK,SALE,Purple,63,DIESEL,http://dummyimage.com/180x311.png/ff4444/ffffff,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,2002,Impreza,7,462
141,2021-09-05 21:55:27,2021-07-31 08:22:39,2021-04-25 00:58:08,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,AUTOMATIC,SALE,Purple,75,GAS,http://dummyimage.com/110x175.png/5fa2dd/ffffff,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,2008,RS4,2,58
142,2021-02-03 01:40:07,2021-02-16 00:03:21,2021-03-01 01:24:56,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",STICK,DIRECTTRADE,Red,27,GAS,http://dummyimage.com/158x305.png/dddddd/000000,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,2011,Cruze,8,723
143,2021-03-22 05:52:19,2021-09-16 15:36:10,2021-07-21 15:15:40,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",AUTOMATIC,SALE,Purple,13,GAS,http://dummyimage.com/237x319.png/cc0000/ffffff,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,1991,F-Series,3,614
144,2021-05-25 19:54:19,2021-05-28 06:34:10,2021-05-09 17:49:02,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",STICK,DIRECTTRADE,Turquoise,63,GASOLINE,http://dummyimage.com/161x212.png/dddddd/000000,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,2006,F430 Spider,3,722
145,2021-02-05 14:18:07,2021-04-26 12:24:26,2021-04-12 01:59:21,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",AUTOMATIC,DIRECTTRADE,Indigo,62,GASOLINE,http://dummyimage.com/202x387.png/5fa2dd/ffffff,nunc donec quis orci eget orci vehicula condimentum curabitur in,1993,Celica,2,871
146,2021-01-20 04:28:07,2021-08-18 22:45:27,2021-04-03 08:07:37,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",AUTOMATIC,DIRECTTRADE,Aquamarine,15,GASOLINE,http://dummyimage.com/102x189.png/cc0000/ffffff,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,2001,RAV4,4,197
147,2021-03-14 00:37:03,2021-09-11 21:01:31,2021-08-02 19:13:08,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",AUTOMATIC,CHANGE,Crimson,3,GASOLINE,http://dummyimage.com/166x184.png/ff4444/ffffff,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,2012,FCX Clarity,6,140
148,2021-02-27 08:13:40,2021-03-05 03:51:16,2021-07-21 04:20:10,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",AUTOMATIC,DIRECTTRADE,Purple,73,GASOLINE,http://dummyimage.com/143x117.png/ff4444/ffffff,pellentesque volutpat dui maecenas tristique est et tempus semper est,2012,Frontier,10,677
149,2021-07-25 20:38:17,2021-04-25 13:39:09,2021-06-09 13:57:48,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",STICK,SALE,Indigo,97,GASOLINE,http://dummyimage.com/124x365.png/ff4444/ffffff,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,2006,Silverado,3,141
150,2021-09-13 20:06:29,2021-03-01 02:08:07,2021-02-16 15:10:41,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",STICK,SALE,Indigo,99,GAS,http://dummyimage.com/102x350.png/5fa2dd/ffffff,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,2011,E350,7,601
151,2021-05-24 23:41:47,2021-02-19 03:26:49,2021-06-03 10:11:32,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",AUTOMATIC,SALE,Violet,8,DIESEL,http://dummyimage.com/185x161.png/cc0000/ffffff,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,2004,Outback,4,873
152,2021-03-23 13:31:53,2021-01-01 16:09:46,2021-03-20 05:32:09,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",AUTOMATIC,CHANGE,Orange,53,GASOLINE,http://dummyimage.com/214x390.png/5fa2dd/ffffff,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,2011,Genesis Coupe,8,333
153,2021-02-04 07:28:55,2021-02-21 20:03:01,2021-04-28 06:27:35,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",AUTOMATIC,SALE,Purple,12,GAS,http://dummyimage.com/111x294.png/ff4444/ffffff,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,2003,Corvette,9,354
154,2021-08-27 10:00:30,2021-09-18 08:56:26,2021-04-21 12:01:47,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",STICK,SALE,Orange,35,DIESEL,http://dummyimage.com/153x114.png/cc0000/ffffff,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,1996,J,5,875
155,2021-06-23 08:00:19,2021-01-09 18:06:55,2021-09-18 10:10:19,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",AUTOMATIC,DIRECTTRADE,Turquoise,87,DIESEL,http://dummyimage.com/229x306.png/ff4444/ffffff,nibh in lectus pellentesque at nulla suspendisse potenti cras in,2005,Xterra,4,408
156,2021-06-04 23:44:52,2021-04-15 10:17:22,2021-04-01 15:35:00,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",STICK,DIRECTTRADE,Red,88,GASOLINE,http://dummyimage.com/197x226.png/5fa2dd/ffffff,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,2005,Viper,7,880
157,2021-08-31 16:08:18,2021-05-24 01:59:34,2021-04-25 05:23:29,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",STICK,SALE,Crimson,99,GAS,http://dummyimage.com/190x233.png/cc0000/ffffff,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,2001,LeSabre,2,726
158,2021-06-01 04:07:39,2021-04-13 05:43:16,2021-06-26 20:53:34,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",AUTOMATIC,CHANGE,Fuscia,23,GASOLINE,http://dummyimage.com/168x177.png/ff4444/ffffff,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,2010,Passat,8,261
159,2021-03-05 10:36:02,2021-08-17 02:00:27,2021-08-22 10:15:28,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,AUTOMATIC,SALE,Teal,23,GAS,http://dummyimage.com/240x337.png/ff4444/ffffff,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,2012,Express 2500,4,773
160,2021-07-02 16:37:05,2021-07-27 06:20:39,2021-08-16 18:13:53,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",AUTOMATIC,SALE,Blue,92,GASOLINE,http://dummyimage.com/249x388.png/ff4444/ffffff,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,1997,H1,2,998
161,2021-01-16 18:52:40,2021-08-13 21:16:11,2021-05-29 14:50:34,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",AUTOMATIC,DIRECTTRADE,Puce,100,GAS,http://dummyimage.com/220x266.png/ff4444/ffffff,ac enim in tempor turpis nec euismod scelerisque quam turpis,1987,MR2,9,618
162,2021-08-24 02:12:20,2021-03-19 11:18:13,2021-01-05 17:17:28,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",STICK,DIRECTTRADE,Teal,33,GAS,http://dummyimage.com/134x203.png/dddddd/000000,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,2009,M3,5,546
163,2021-03-28 01:04:56,2021-09-01 11:06:25,2021-07-17 00:58:09,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",AUTOMATIC,SALE,Aquamarine,92,DIESEL,http://dummyimage.com/232x213.png/5fa2dd/ffffff,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,2010,Flex,3,433
164,2021-08-13 12:13:16,2021-05-20 17:09:37,2021-04-02 21:46:52,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",STICK,CHANGE,Yellow,60,GAS,http://dummyimage.com/129x178.png/ff4444/ffffff,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,2007,Range Rover Sport,6,76
165,2021-09-13 22:27:32,2021-07-11 08:26:52,2021-05-17 15:27:05,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,AUTOMATIC,CHANGE,Crimson,26,GASOLINE,http://dummyimage.com/174x118.png/dddddd/000000,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,2010,Sierra,1,380
166,2021-02-14 07:17:02,2021-06-16 15:35:46,2021-02-19 08:06:20,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",STICK,DIRECTTRADE,Pink,35,GASOLINE,http://dummyimage.com/215x278.png/5fa2dd/ffffff,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,2010,Colorado,2,622
167,2021-01-04 22:28:04,2021-04-13 10:13:18,2021-01-05 23:17:26,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",STICK,DIRECTTRADE,Aquamarine,22,GAS,http://dummyimage.com/114x214.png/5fa2dd/ffffff,congue eget semper rutrum nulla nunc purus phasellus in felis donec,1998,Express 3500,5,478
168,2021-07-02 04:13:21,2021-08-15 13:56:09,2021-02-01 16:52:08,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",AUTOMATIC,DIRECTTRADE,Puce,7,GASOLINE,http://dummyimage.com/134x350.png/cc0000/ffffff,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,1996,Avalon,1,606
169,2021-06-05 19:17:11,2021-07-15 16:05:59,2021-03-26 07:29:40,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",AUTOMATIC,DIRECTTRADE,Green,31,DIESEL,http://dummyimage.com/130x178.png/5fa2dd/ffffff,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,1984,F150,2,998
170,2021-01-15 15:00:36,2021-04-05 14:15:13,2021-03-31 09:45:10,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",AUTOMATIC,DIRECTTRADE,Indigo,89,GASOLINE,http://dummyimage.com/147x364.png/ff4444/ffffff,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,2013,Elantra,8,800
171,2021-04-01 18:27:37,2021-08-24 05:53:27,2021-07-01 21:55:38,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",AUTOMATIC,SALE,Yellow,17,GASOLINE,http://dummyimage.com/245x314.png/dddddd/000000,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,2011,Enclave,9,318
172,2021-09-11 00:52:09,2021-04-24 21:19:39,2021-06-25 08:47:44,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",AUTOMATIC,DIRECTTRADE,Aquamarine,37,DIESEL,http://dummyimage.com/180x249.png/dddddd/000000,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,2003,Seville,3,700
