company_car_id,created_at,deleted_at,modified_at,car_transmission_kind,color,distance,fuel,image_src,model_option,model_year,name,passengers,admin_id
258,2021-06-10 03:58:31,2021-03-27 19:09:59,2021-04-19 15:51:20,AUTOMATIC,Aquamarine,69,GASOLINE,http://dummyimage.com/151x122.png/dddddd/000000,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,2011,9-5,3,782
259,2021-06-04 17:46:15,2021-04-27 16:53:42,2021-04-18 20:14:18,AUTOMATIC,Turquoise,32,GAS,http://dummyimage.com/244x358.png/5fa2dd/ffffff,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,1998,Ram 2500 Club,1,626
260,2021-04-26 16:26:17,2021-08-05 13:43:45,2021-04-15 09:48:41,AUTOMATIC,Red,33,GASOLINE,http://dummyimage.com/208x132.png/ff4444/ffffff,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,2006,Sierra 2500,9,243
261,2021-06-06 10:37:52,2021-06-14 22:27:52,2021-08-13 03:13:42,STICK,Green,74,GASOLINE,http://dummyimage.com/128x140.png/5fa2dd/ffffff,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,1974,Mustang,1,585
262,2021-02-05 02:54:39,2021-06-15 13:56:30,2021-01-03 01:00:10,AUTOMATIC,Fuscia,56,DIESEL,http://dummyimage.com/161x354.png/dddddd/000000,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,2008,Avalon,4,485
263,2021-01-23 21:04:47,2021-07-06 06:16:14,2021-05-08 14:18:06,AUTOMATIC,Indigo,69,GASOLINE,http://dummyimage.com/128x120.png/5fa2dd/ffffff,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,2004,Diamante,3,586
264,2021-02-10 04:04:46,2021-06-20 03:46:11,2021-06-06 22:49:48,AUTOMATIC,Indigo,16,DIESEL,http://dummyimage.com/126x137.png/dddddd/000000,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,2002,MINI,1,47
265,2021-06-17 01:34:29,2021-01-12 20:19:19,2021-02-05 17:09:21,STICK,Violet,63,GAS,http://dummyimage.com/179x207.png/ff4444/ffffff,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,1997,QX,4,698
266,2021-02-22 01:34:40,2021-09-13 16:05:15,2021-09-16 17:03:35,STICK,Aquamarine,36,DIESEL,http://dummyimage.com/142x168.png/dddddd/000000,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2005,645,8,644
267,2021-04-27 18:46:25,2021-05-21 04:48:42,2021-01-01 18:16:44,STICK,Yellow,79,GAS,http://dummyimage.com/216x111.png/5fa2dd/ffffff,at feugiat non pretium quis lectus suspendisse potenti in eleifend,2011,A8,6,383
268,2021-09-01 03:51:43,2021-06-02 03:31:53,2021-05-28 19:19:18,STICK,Indigo,64,GASOLINE,http://dummyimage.com/210x256.png/5fa2dd/ffffff,vitae nisi nam ultrices libero non mattis pulvinar nulla pede,1991,Cabriolet,5,102
269,2021-04-08 00:22:01,2021-03-29 07:14:20,2021-06-20 21:31:23,STICK,Khaki,90,DIESEL,http://dummyimage.com/133x237.png/cc0000/ffffff,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,1992,1500,7,709
270,2021-04-22 08:37:22,2021-07-17 07:13:08,2021-06-20 18:26:10,AUTOMATIC,Turquoise,54,GASOLINE,http://dummyimage.com/227x374.png/ff4444/ffffff,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,2010,Ghost,3,31
271,2021-01-11 12:34:01,2021-09-23 01:26:17,2021-05-11 03:44:43,STICK,Indigo,66,GASOLINE,http://dummyimage.com/220x209.png/ff4444/ffffff,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,2010,Continental GTC,4,686
272,2021-06-04 21:59:40,2021-07-04 22:33:00,2021-06-01 10:34:07,STICK,Green,35,GAS,http://dummyimage.com/147x264.png/ff4444/ffffff,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,2002,Insight,5,921
273,2021-08-28 21:08:26,2021-01-22 11:01:16,2021-07-01 17:13:09,STICK,Blue,37,GAS,http://dummyimage.com/246x225.png/5fa2dd/ffffff,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,2008,Expedition EL,5,481
274,2021-04-28 01:33:11,2021-01-11 15:14:35,2021-01-11 21:54:45,STICK,Pink,29,DIESEL,http://dummyimage.com/152x351.png/dddddd/000000,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,1986,MR2,8,207
275,2021-06-13 20:59:07,2021-07-01 00:08:26,2021-05-18 07:23:36,AUTOMATIC,Maroon,46,GASOLINE,http://dummyimage.com/234x253.png/dddddd/000000,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,2012,MKT,3,491
276,2021-07-07 09:18:08,2021-03-18 18:39:28,2021-01-19 04:21:22,AUTOMATIC,Khaki,51,GASOLINE,http://dummyimage.com/247x321.png/5fa2dd/ffffff,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,1987,Sable,7,804
277,2021-08-14 03:42:02,2021-08-07 23:06:14,2021-09-06 01:33:15,AUTOMATIC,Aquamarine,50,GAS,http://dummyimage.com/110x252.png/5fa2dd/ffffff,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,2011,Traverse,1,6
278,2021-08-20 13:10:30,2021-03-24 18:35:17,2021-02-07 15:21:05,AUTOMATIC,Maroon,72,DIESEL,http://dummyimage.com/222x396.png/ff4444/ffffff,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,2008,H2,4,38
279,2021-03-03 20:32:01,2021-09-14 23:18:48,2021-08-05 05:08:54,AUTOMATIC,Indigo,6,GASOLINE,http://dummyimage.com/216x370.png/ff4444/ffffff,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,1989,Ranger,9,270
280,2021-05-15 14:49:35,2021-05-20 08:31:04,2021-06-24 12:58:50,STICK,Crimson,94,GASOLINE,http://dummyimage.com/218x241.png/cc0000/ffffff,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,1996,3000GT,5,158
281,2021-05-30 16:15:06,2021-05-29 01:13:57,2021-07-18 08:26:17,STICK,Khaki,97,GASOLINE,http://dummyimage.com/133x289.png/ff4444/ffffff,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,1994,Corvette,10,703
282,2021-05-16 17:26:09,2021-03-23 11:54:33,2021-04-09 07:01:02,AUTOMATIC,Crimson,36,GAS,http://dummyimage.com/195x135.png/ff4444/ffffff,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,2011,Evora,7,310
283,2021-09-10 10:37:01,2021-08-21 10:18:30,2021-04-23 22:00:24,AUTOMATIC,Aquamarine,88,GAS,http://dummyimage.com/157x224.png/dddddd/000000,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,2011,Traverse,7,792
284,2021-06-29 23:34:02,2021-06-02 00:57:16,2021-07-17 10:03:51,STICK,Turquoise,31,DIESEL,http://dummyimage.com/203x351.png/5fa2dd/ffffff,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,1992,Probe,9,299
285,2021-09-10 10:37:53,2021-06-02 02:36:13,2021-04-15 18:46:30,STICK,Violet,91,DIESEL,http://dummyimage.com/238x347.png/5fa2dd/ffffff,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,2007,SLR McLaren,8,437
286,2021-07-31 21:40:58,2021-03-27 19:15:10,2021-01-22 23:57:29,AUTOMATIC,Maroon,46,GASOLINE,http://dummyimage.com/244x255.png/5fa2dd/ffffff,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,2004,Tracker,4,655
287,2021-05-06 04:53:13,2021-05-05 08:34:16,2021-01-25 09:05:21,AUTOMATIC,Pink,24,GAS,http://dummyimage.com/116x113.png/5fa2dd/ffffff,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,2000,Z8,7,389
288,2021-05-10 07:28:14,2021-05-19 09:01:02,2021-09-17 01:29:07,AUTOMATIC,Khaki,1,DIESEL,http://dummyimage.com/153x244.png/dddddd/000000,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2003,Q,7,746
289,2021-02-04 07:22:00,2021-09-20 20:41:41,2021-01-24 08:54:38,STICK,Puce,6,DIESEL,http://dummyimage.com/130x278.png/ff4444/ffffff,tortor id nulla ultrices aliquet maecenas leo odio condimentum id,2001,Silverado 2500,8,961
290,2021-04-20 04:43:53,2021-08-27 12:33:18,2021-02-15 18:20:46,STICK,Green,78,GASOLINE,http://dummyimage.com/245x251.png/dddddd/000000,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,2000,Ram 1500 Club,4,689
291,2021-08-03 18:50:05,2021-09-20 14:46:20,2021-04-22 08:40:46,STICK,Crimson,13,DIESEL,http://dummyimage.com/222x199.png/dddddd/000000,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,2010,PT Cruiser,4,84
292,2021-01-17 07:27:11,2021-09-07 10:52:41,2021-09-19 15:36:33,STICK,Mauv,20,DIESEL,http://dummyimage.com/219x359.png/5fa2dd/ffffff,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,1994,Grand Cherokee,10,774
293,2021-02-03 19:24:21,2021-02-21 21:00:14,2021-03-08 19:22:04,STICK,Mauv,49,DIESEL,http://dummyimage.com/233x118.png/ff4444/ffffff,sit amet turpis elementum ligula vehicula consequat morbi a ipsum,1996,Camaro,1,102
294,2021-01-13 14:53:31,2021-03-21 19:41:20,2021-09-14 09:35:22,AUTOMATIC,Teal,55,GASOLINE,http://dummyimage.com/132x280.png/dddddd/000000,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,2004,Allroad,4,355
295,2021-04-21 11:56:37,2021-06-13 22:29:57,2021-02-18 01:00:56,STICK,Mauv,2,GASOLINE,http://dummyimage.com/203x322.png/cc0000/ffffff,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,2007,CL-Class,2,68
296,2021-09-05 06:13:00,2021-05-03 05:13:05,2021-01-23 08:50:58,STICK,Indigo,60,DIESEL,http://dummyimage.com/120x374.png/dddddd/000000,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,1993,Crown Victoria,3,275
297,2021-07-20 17:55:37,2021-04-25 02:10:19,2021-06-23 03:41:59,AUTOMATIC,Maroon,62,DIESEL,http://dummyimage.com/114x351.png/cc0000/ffffff,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,1995,Regal,5,362
298,2021-09-17 19:50:17,2021-03-14 08:08:30,2021-01-22 16:44:19,STICK,Khaki,70,GAS,http://dummyimage.com/120x326.png/ff4444/ffffff,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,1986,SJ,7,264
299,2021-06-04 13:25:04,2021-05-02 15:07:56,2021-07-24 02:28:28,AUTOMATIC,Teal,1,GAS,http://dummyimage.com/237x141.png/ff4444/ffffff,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,2002,SLK-Class,6,386
300,2021-06-10 17:46:17,2021-05-14 18:29:07,2021-08-18 17:01:30,STICK,Indigo,85,DIESEL,http://dummyimage.com/201x173.png/dddddd/000000,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,2006,Murano,8,712
301,2021-03-24 12:19:12,2021-02-03 23:59:21,2021-02-12 04:54:31,AUTOMATIC,Green,99,GASOLINE,http://dummyimage.com/217x175.png/ff4444/ffffff,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,1993,100,3,224
302,2021-09-24 20:13:26,2021-08-01 09:21:56,2021-07-17 11:54:49,STICK,Green,53,DIESEL,http://dummyimage.com/174x184.png/ff4444/ffffff,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,1990,SJ,8,814
303,2021-02-15 04:37:06,2021-09-17 07:03:11,2021-07-12 01:31:54,AUTOMATIC,Red,28,GASOLINE,http://dummyimage.com/135x131.png/cc0000/ffffff,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,2009,Gallardo,5,993
304,2021-03-14 08:41:44,2021-06-28 21:53:05,2021-01-31 11:29:32,AUTOMATIC,Violet,5,GASOLINE,http://dummyimage.com/210x387.png/5fa2dd/ffffff,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,1996,Sunfire,7,351
305,2021-09-08 13:07:36,2021-08-05 21:47:19,2021-05-27 21:17:13,STICK,Turquoise,7,GAS,http://dummyimage.com/123x372.png/ff4444/ffffff,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,2012,GT-R,9,524
306,2021-09-22 18:31:01,2021-06-15 23:56:41,2021-01-30 04:16:06,STICK,Fuscia,48,GAS,http://dummyimage.com/124x345.png/cc0000/ffffff,posuere cubilia curae nulla dapibus dolor vel est donec odio,2012,Fit,9,461
307,2021-01-26 00:49:56,2021-03-30 09:30:08,2021-07-13 17:56:12,AUTOMATIC,Aquamarine,67,DIESEL,http://dummyimage.com/217x270.png/ff4444/ffffff,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,2009,Suburban 2500,6,339
308,2021-02-28 22:54:00,2021-03-31 10:17:26,2021-05-22 00:47:27,STICK,Green,73,GAS,http://dummyimage.com/250x191.png/dddddd/000000,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,2002,Sentra,7,62
309,2021-07-31 20:20:34,2021-05-11 21:31:05,2021-07-09 01:31:00,AUTOMATIC,Purple,87,DIESEL,http://dummyimage.com/213x255.png/5fa2dd/ffffff,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,1995,1500,8,448
310,2021-07-05 06:50:45,2021-02-16 13:42:20,2021-05-27 21:31:03,STICK,Indigo,14,GAS,http://dummyimage.com/145x357.png/cc0000/ffffff,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,2010,RAV4,5,18
311,2021-05-17 10:02:24,2021-06-10 21:08:30,2021-02-15 14:23:44,STICK,Turquoise,15,DIESEL,http://dummyimage.com/174x322.png/5fa2dd/ffffff,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,1991,XT,6,786
312,2021-03-18 08:14:44,2021-01-29 08:53:12,2021-02-11 16:35:12,STICK,Aquamarine,22,GAS,http://dummyimage.com/238x190.png/cc0000/ffffff,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,2001,Econoline E150,6,732
313,2021-04-15 19:57:38,2021-04-17 16:08:12,2021-04-08 11:20:46,AUTOMATIC,Blue,32,GASOLINE,http://dummyimage.com/130x386.png/ff4444/ffffff,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2007,Caravan,10,193
314,2021-09-23 15:21:56,2021-04-20 14:15:08,2021-03-26 18:27:26,STICK,Red,67,DIESEL,http://dummyimage.com/250x244.png/5fa2dd/ffffff,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,1994,Taurus,10,298
315,2021-01-22 22:20:50,2021-07-20 01:43:25,2021-09-04 05:23:07,STICK,Maroon,59,DIESEL,http://dummyimage.com/245x255.png/dddddd/000000,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,2012,GX,3,651
316,2021-07-19 14:05:04,2021-05-31 19:47:21,2021-07-12 20:34:41,AUTOMATIC,Khaki,10,GASOLINE,http://dummyimage.com/237x343.png/dddddd/000000,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2012,Volt,1,424
317,2021-01-01 05:13:29,2021-02-24 20:15:02,2021-03-14 13:35:04,AUTOMATIC,Teal,84,GAS,http://dummyimage.com/150x330.png/ff4444/ffffff,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,1995,Monte Carlo,7,566
318,2021-06-06 10:41:18,2021-02-09 08:06:12,2021-05-04 07:51:57,AUTOMATIC,Turquoise,21,GASOLINE,http://dummyimage.com/176x105.png/5fa2dd/ffffff,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,2006,Mariner,9,116
319,2021-05-10 19:13:58,2021-06-13 04:38:16,2021-01-06 17:39:19,STICK,Maroon,37,GASOLINE,http://dummyimage.com/248x384.png/dddddd/000000,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,2012,Veloster,9,445
320,2021-02-05 21:02:49,2021-01-01 04:00:01,2021-05-03 08:36:27,AUTOMATIC,Maroon,64,GASOLINE,http://dummyimage.com/106x161.png/cc0000/ffffff,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,1995,Impala,8,996
321,2021-01-10 02:44:05,2021-08-26 10:04:54,2021-04-18 05:04:23,STICK,Red,94,GAS,http://dummyimage.com/116x336.png/5fa2dd/ffffff,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,2008,LR2,4,512
322,2021-01-13 01:01:21,2021-02-12 09:22:17,2021-01-07 21:02:06,STICK,Khaki,17,GASOLINE,http://dummyimage.com/134x121.png/ff4444/ffffff,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,2005,LeSabre,1,409
323,2021-07-08 00:58:02,2021-01-13 20:34:48,2021-09-03 11:08:40,STICK,Pink,49,GAS,http://dummyimage.com/216x359.png/5fa2dd/ffffff,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,1994,Ram Van B150,6,742
324,2021-09-19 00:14:19,2021-07-01 16:03:57,2021-05-05 16:18:02,AUTOMATIC,Teal,27,GASOLINE,http://dummyimage.com/146x167.png/5fa2dd/ffffff,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,2006,Pilot,6,136
325,2021-09-05 06:23:41,2021-02-03 16:21:27,2021-01-13 21:35:37,AUTOMATIC,Aquamarine,87,DIESEL,http://dummyimage.com/248x197.png/ff4444/ffffff,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,1985,Regal,9,591
326,2021-02-24 10:30:35,2021-04-23 19:24:49,2021-01-21 07:04:35,AUTOMATIC,Red,8,GAS,http://dummyimage.com/247x324.png/cc0000/ffffff,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,1991,Sunbird,7,373
327,2021-07-08 23:00:16,2021-08-02 02:54:53,2021-07-18 15:53:26,STICK,Turquoise,63,GAS,http://dummyimage.com/171x239.png/dddddd/000000,dui nec nisi volutpat eleifend donec ut dolor morbi vel,2004,Sienna,10,775
328,2021-04-22 09:20:38,2021-05-27 16:29:19,2021-06-24 14:43:12,STICK,Turquoise,56,GAS,http://dummyimage.com/111x375.png/ff4444/ffffff,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,2000,Lanos,2,253
329,2021-05-18 11:22:33,2021-07-24 15:52:48,2021-07-06 19:50:25,STICK,Green,44,DIESEL,http://dummyimage.com/180x151.png/dddddd/000000,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2009,Mountaineer,8,503
330,2021-03-24 05:24:33,2021-01-27 02:27:59,2021-01-31 05:56:39,AUTOMATIC,Fuscia,65,GAS,http://dummyimage.com/190x214.png/dddddd/000000,in felis donec semper sapien a libero nam dui proin leo odio,2010,Dakota,4,926
331,2021-03-02 10:19:47,2021-02-26 01:11:45,2021-01-11 08:54:57,AUTOMATIC,Yellow,85,DIESEL,http://dummyimage.com/159x398.png/dddddd/000000,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,1991,Sunbird,4,122
332,2021-06-27 06:15:25,2021-08-23 23:32:48,2021-01-18 21:02:02,AUTOMATIC,Crimson,30,DIESEL,http://dummyimage.com/168x139.png/cc0000/ffffff,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2011,Yukon,9,766
333,2021-01-12 20:46:14,2021-09-10 01:15:44,2021-09-16 04:00:40,STICK,Teal,45,GAS,http://dummyimage.com/170x138.png/5fa2dd/ffffff,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,1964,Bonneville,1,136
334,2021-06-11 02:09:43,2021-01-02 02:59:01,2021-08-22 11:55:14,AUTOMATIC,Crimson,81,GAS,http://dummyimage.com/124x306.png/ff4444/ffffff,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,2002,Boxster,4,153
335,2021-01-03 17:50:47,2021-05-03 21:29:58,2021-04-01 15:38:33,AUTOMATIC,Green,65,GAS,http://dummyimage.com/224x297.png/cc0000/ffffff,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,2002,XL-7,3,538
336,2021-08-20 08:35:34,2021-09-24 23:50:49,2021-05-15 07:23:04,STICK,Aquamarine,32,GAS,http://dummyimage.com/130x251.png/ff4444/ffffff,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,1994,960,4,866
337,2021-07-13 07:58:55,2021-06-22 15:23:20,2021-04-19 02:34:26,AUTOMATIC,Turquoise,73,GAS,http://dummyimage.com/141x342.png/cc0000/ffffff,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,2010,Xterra,6,979
338,2021-04-23 06:36:21,2021-09-22 06:34:04,2021-06-15 06:15:31,STICK,Goldenrod,17,GASOLINE,http://dummyimage.com/223x105.png/5fa2dd/ffffff,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,2009,Titan,9,57
339,2021-04-15 00:52:19,2021-02-15 03:54:52,2021-03-08 18:02:58,AUTOMATIC,Mauv,99,GASOLINE,http://dummyimage.com/138x380.png/cc0000/ffffff,in faucibus orci luctus et ultrices posuere cubilia curae mauris,2007,CL-Class,6,610
340,2021-08-01 21:59:03,2021-03-12 17:52:46,2021-07-28 16:58:27,STICK,Blue,10,GASOLINE,http://dummyimage.com/125x387.png/5fa2dd/ffffff,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,2006,Dakota Club,9,205
341,2021-04-10 13:03:11,2021-06-13 07:26:44,2021-01-25 18:29:42,STICK,Maroon,63,GASOLINE,http://dummyimage.com/158x253.png/cc0000/ffffff,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,2002,Sebring,9,310
342,2021-06-01 08:44:39,2021-03-09 01:38:19,2021-04-03 02:39:33,STICK,Yellow,87,GAS,http://dummyimage.com/217x277.png/dddddd/000000,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,2010,57,9,830
343,2021-02-28 14:12:56,2021-01-14 00:52:05,2021-01-08 07:03:28,STICK,Purple,26,GASOLINE,http://dummyimage.com/177x275.png/dddddd/000000,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,1999,Intrigue,6,45
344,2021-02-01 06:09:04,2021-05-26 10:51:39,2021-06-28 07:35:29,AUTOMATIC,Green,57,GAS,http://dummyimage.com/150x191.png/dddddd/000000,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,1987,E-Class,8,580
345,2021-02-16 18:38:36,2021-02-26 21:04:35,2021-03-14 17:34:02,AUTOMATIC,Crimson,40,DIESEL,http://dummyimage.com/197x159.png/cc0000/ffffff,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,2012,Azera,9,170
346,2021-04-07 20:51:55,2021-04-02 13:26:11,2021-03-22 05:54:41,AUTOMATIC,Teal,33,DIESEL,http://dummyimage.com/118x351.png/dddddd/000000,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,2008,Passat,1,859
347,2021-08-10 16:03:53,2021-06-27 02:01:12,2021-03-12 11:03:11,AUTOMATIC,Goldenrod,35,DIESEL,http://dummyimage.com/213x268.png/cc0000/ffffff,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,1989,Century,8,874
348,2021-06-24 15:36:51,2021-03-07 10:22:52,2021-05-09 01:43:14,AUTOMATIC,Green,34,DIESEL,http://dummyimage.com/206x352.png/5fa2dd/ffffff,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,2009,Suburban 1500,6,622
349,2021-05-06 06:57:03,2021-04-13 15:03:22,2021-09-07 23:52:37,STICK,Puce,33,GASOLINE,http://dummyimage.com/209x139.png/cc0000/ffffff,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,1999,Sierra 1500,3,136
350,2021-05-14 01:10:51,2021-09-06 04:58:06,2021-04-07 03:41:41,STICK,Maroon,98,GASOLINE,http://dummyimage.com/175x309.png/cc0000/ffffff,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,1992,Escort,7,354
351,2021-06-30 13:25:41,2021-07-26 01:54:07,2021-03-22 02:51:13,STICK,Crimson,77,GAS,http://dummyimage.com/106x200.png/ff4444/ffffff,convallis duis consequat dui nec nisi volutpat eleifend donec ut,2009,CC,5,314
352,2021-07-23 19:43:19,2021-01-02 12:40:06,2021-09-14 05:48:51,STICK,Aquamarine,1,GASOLINE,http://dummyimage.com/223x176.png/5fa2dd/ffffff,sit amet turpis elementum ligula vehicula consequat morbi a ipsum,1995,Eurovan,2,72
353,2021-07-26 12:29:35,2021-01-01 09:56:41,2021-06-29 22:44:23,AUTOMATIC,Red,13,DIESEL,http://dummyimage.com/143x326.png/ff4444/ffffff,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,1992,APV,2,246
354,2021-04-03 21:19:13,2021-09-01 05:53:36,2021-08-10 16:17:36,STICK,Red,49,GAS,http://dummyimage.com/248x111.png/ff4444/ffffff,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,1995,Ram 2500,8,837
355,2021-04-03 05:07:33,2021-03-24 23:26:43,2021-03-27 13:13:58,AUTOMATIC,Fuscia,77,GAS,http://dummyimage.com/234x358.png/5fa2dd/ffffff,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,2005,Classic,9,240
356,2021-02-27 01:28:48,2021-02-09 06:06:27,2021-09-10 21:29:57,AUTOMATIC,Aquamarine,35,GASOLINE,http://dummyimage.com/160x281.png/cc0000/ffffff,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,1986,Aerostar,10,414
