car_price_id,created_at,deleted_at,modified_at,car_transmission_kind,color,distance,fuel,image_src,model_option,model_year,name,passengers
233,2021-04-06 04:21:21,2021-09-19 07:06:16,2021-03-28 23:58:51,AUTOMATIC,Aquamarine,38,DIESEL,http://dummyimage.com/144x165.png/5fa2dd/ffffff,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,2011,Santa Fe,4
234,2021-06-13 18:19:06,2021-02-12 09:26:42,2021-03-01 07:20:21,STICK,Red,83,GASOLINE,http://dummyimage.com/217x213.png/dddddd/000000,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,1995,LeBaron,5
235,2021-02-25 03:35:46,2021-09-19 20:25:39,2021-01-13 02:46:50,AUTOMATIC,Crimson,1,GASOLINE,http://dummyimage.com/190x293.png/dddddd/000000,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,2013,C30,3
236,2021-06-09 22:43:30,2021-05-31 11:01:47,2021-07-18 12:50:41,STICK,Green,74,DIESEL,http://dummyimage.com/154x127.png/cc0000/ffffff,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,2007,S8,8
237,2021-01-10 18:16:58,2021-07-15 03:10:18,2021-01-15 08:47:25,STICK,Pink,17,GAS,http://dummyimage.com/210x227.png/ff4444/ffffff,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,1998,Cabriolet,7
238,2021-01-05 13:40:42,2021-01-24 00:06:05,2021-06-06 00:27:58,STICK,Yellow,81,GASOLINE,http://dummyimage.com/193x375.png/ff4444/ffffff,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,2009,CX-9,8
239,2021-02-05 23:51:22,2021-02-06 12:40:41,2021-07-12 21:57:05,AUTOMATIC,Orange,85,DIESEL,http://dummyimage.com/156x372.png/5fa2dd/ffffff,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,1995,Vandura G2500,10
240,2021-05-08 07:21:24,2021-03-06 00:55:47,2021-03-05 10:41:34,AUTOMATIC,Green,27,GAS,http://dummyimage.com/148x255.png/5fa2dd/ffffff,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,2007,Suburban 2500,2
241,2021-01-05 15:38:16,2021-04-28 18:06:23,2021-03-27 10:13:21,STICK,Pink,31,GAS,http://dummyimage.com/193x208.png/5fa2dd/ffffff,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,1967,LeMans,6
242,2021-07-22 02:40:37,2021-07-20 07:17:34,2021-03-04 22:23:10,AUTOMATIC,Crimson,24,GAS,http://dummyimage.com/142x334.png/ff4444/ffffff,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1999,Mustang,2
243,2021-02-26 00:18:00,2021-07-31 02:14:29,2021-05-26 11:01:03,STICK,Maroon,39,DIESEL,http://dummyimage.com/210x261.png/5fa2dd/ffffff,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,1997,G-Series 1500,9
244,2021-03-06 21:04:48,2021-08-28 12:48:47,2021-04-12 20:00:00,STICK,Mauv,87,DIESEL,http://dummyimage.com/152x206.png/ff4444/ffffff,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2004,Mountaineer,5
245,2021-07-06 07:08:55,2021-01-17 14:33:03,2021-06-23 21:50:50,AUTOMATIC,Puce,14,GAS,http://dummyimage.com/181x275.png/cc0000/ffffff,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,1994,88,7
246,2021-01-09 08:36:13,2021-09-13 05:39:20,2021-03-14 22:20:10,AUTOMATIC,Khaki,100,GASOLINE,http://dummyimage.com/250x319.png/dddddd/000000,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,2008,M5,3
247,2021-03-09 05:05:20,2021-01-26 20:31:46,2021-08-30 09:41:50,AUTOMATIC,Blue,93,GASOLINE,http://dummyimage.com/233x151.png/ff4444/ffffff,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,1988,Aerostar,8
248,2021-08-16 07:11:04,2021-01-18 16:28:13,2021-06-29 11:07:10,STICK,Blue,24,GASOLINE,http://dummyimage.com/201x183.png/dddddd/000000,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,2011,XK,10
249,2021-06-05 02:32:45,2021-04-30 13:10:44,2021-03-16 10:05:31,AUTOMATIC,Violet,37,GASOLINE,http://dummyimage.com/180x241.png/ff4444/ffffff,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,1995,Elantra,3
250,2021-09-08 06:06:54,2021-01-29 15:37:05,2021-09-05 18:35:44,AUTOMATIC,Indigo,26,GAS,http://dummyimage.com/192x170.png/cc0000/ffffff,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,2003,Explorer Sport Trac,4
251,2021-05-30 02:59:33,2021-01-22 01:56:13,2021-03-31 19:37:19,AUTOMATIC,Green,59,GASOLINE,http://dummyimage.com/147x280.png/dddddd/000000,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,2000,Solara,3
252,2021-07-11 13:58:43,2021-06-26 11:53:20,2021-01-30 21:18:15,STICK,Orange,84,GASOLINE,http://dummyimage.com/146x277.png/5fa2dd/ffffff,justo in hac habitasse platea dictumst etiam faucibus cursus urna,2011,A6,1
253,2021-03-30 02:21:52,2021-02-08 17:55:25,2021-01-30 04:09:28,AUTOMATIC,Purple,83,GAS,http://dummyimage.com/176x244.png/ff4444/ffffff,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,1997,Voyager,8
254,2021-07-12 18:26:16,2021-07-11 01:34:35,2021-02-25 20:13:41,STICK,Puce,1,GASOLINE,http://dummyimage.com/165x107.png/ff4444/ffffff,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,1992,300SE,6
255,2021-02-11 09:35:41,2021-04-22 13:28:34,2021-08-03 22:05:47,AUTOMATIC,Crimson,85,DIESEL,http://dummyimage.com/147x287.png/5fa2dd/ffffff,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,1991,Century,5
256,2021-07-21 08:32:47,2021-03-23 06:02:41,2021-07-11 11:44:40,STICK,Red,34,DIESEL,http://dummyimage.com/153x281.png/cc0000/ffffff,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,1995,Tahoe,2
257,2021-02-01 00:50:33,2021-03-31 03:03:01,2021-02-25 20:11:10,AUTOMATIC,Indigo,24,DIESEL,http://dummyimage.com/249x331.png/ff4444/ffffff,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,2012,Virage,10
258,2021-04-14 04:30:01,2021-03-11 04:17:06,2021-04-18 19:33:53,AUTOMATIC,Purple,94,DIESEL,http://dummyimage.com/202x325.png/cc0000/ffffff,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,1990,Justy,10
259,2021-09-02 03:29:06,2021-09-22 22:53:23,2021-08-20 08:13:55,AUTOMATIC,Orange,72,GASOLINE,http://dummyimage.com/221x300.png/ff4444/ffffff,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,2006,R-Class,6
260,2021-08-18 11:03:59,2021-05-16 15:49:50,2021-04-05 06:34:54,STICK,Teal,24,GAS,http://dummyimage.com/213x199.png/cc0000/ffffff,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,1990,Countach,6
261,2021-08-27 00:11:39,2021-06-12 11:42:17,2021-08-11 00:09:04,AUTOMATIC,Khaki,6,DIESEL,http://dummyimage.com/183x157.png/ff4444/ffffff,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2008,PT Cruiser,3
262,2021-08-25 15:14:36,2021-07-04 14:24:32,2021-05-09 14:07:23,STICK,Maroon,36,GAS,http://dummyimage.com/162x330.png/ff4444/ffffff,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,1991,Firebird,5
263,2021-06-05 21:16:18,2021-07-07 02:11:09,2021-03-02 06:23:06,AUTOMATIC,Green,59,DIESEL,http://dummyimage.com/156x189.png/5fa2dd/ffffff,pede libero quis orci nullam molestie nibh in lectus pellentesque,2003,Yukon XL 2500,2
264,2021-06-23 04:59:18,2021-04-22 08:14:15,2021-01-09 04:37:10,STICK,Crimson,45,GAS,http://dummyimage.com/201x348.png/5fa2dd/ffffff,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,2005,Blazer,9
265,2021-04-08 18:22:28,2021-03-21 19:13:03,2021-05-29 17:15:45,STICK,Violet,65,GAS,http://dummyimage.com/127x110.png/ff4444/ffffff,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,1989,Familia,10
266,2021-03-30 12:10:34,2021-01-09 12:39:22,2021-08-23 16:15:07,AUTOMATIC,Red,51,DIESEL,http://dummyimage.com/201x252.png/dddddd/000000,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,2009,Traverse,3
267,2021-03-16 07:44:09,2021-02-23 09:32:26,2021-08-17 18:22:35,STICK,Pink,34,DIESEL,http://dummyimage.com/234x322.png/ff4444/ffffff,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,2009,RX,6
268,2021-07-11 09:37:35,2021-01-12 16:21:42,2021-01-27 19:22:00,AUTOMATIC,Indigo,50,GASOLINE,http://dummyimage.com/128x386.png/5fa2dd/ffffff,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,2011,Kizashi,6
269,2021-01-18 05:15:42,2021-08-18 23:24:08,2021-09-02 10:57:32,STICK,Teal,4,DIESEL,http://dummyimage.com/198x215.png/dddddd/000000,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,2000,Focus,3
270,2021-02-15 03:50:09,2021-03-23 04:25:11,2021-07-26 12:23:09,AUTOMATIC,Mauv,10,GAS,http://dummyimage.com/132x226.png/ff4444/ffffff,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,1991,W201,8
271,2021-05-27 20:50:57,2021-03-08 23:06:27,2021-08-27 18:19:00,STICK,Mauv,82,GASOLINE,http://dummyimage.com/194x297.png/cc0000/ffffff,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,2001,MDX,6
272,2021-02-11 08:57:09,2021-01-28 05:24:33,2021-05-29 10:15:53,STICK,Violet,78,GAS,http://dummyimage.com/231x296.png/ff4444/ffffff,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2011,Grand Caravan,5
273,2021-09-16 18:03:56,2021-06-22 13:01:30,2021-09-08 15:46:23,STICK,Violet,31,GASOLINE,http://dummyimage.com/218x217.png/cc0000/ffffff,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2004,Windstar,10
274,2021-03-06 21:24:38,2021-04-03 20:58:41,2021-02-16 11:58:20,AUTOMATIC,Teal,66,GAS,http://dummyimage.com/147x361.png/ff4444/ffffff,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,2011,MDX,3
275,2021-04-20 13:32:21,2021-08-24 00:24:13,2021-04-11 10:06:25,STICK,Turquoise,29,DIESEL,http://dummyimage.com/212x177.png/dddddd/000000,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,1998,Forester,9
276,2021-02-10 20:33:25,2021-04-16 23:46:40,2021-07-17 03:27:12,STICK,Violet,73,GASOLINE,http://dummyimage.com/183x149.png/ff4444/ffffff,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,1991,LS,8
277,2021-04-16 09:00:47,2021-07-29 16:57:48,2021-01-04 21:05:03,STICK,Violet,91,GASOLINE,http://dummyimage.com/140x219.png/dddddd/000000,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,2001,Dakota,10
278,2021-03-27 08:04:29,2021-03-21 17:37:27,2021-03-12 20:28:54,STICK,Puce,89,DIESEL,http://dummyimage.com/175x261.png/dddddd/000000,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,1968,GT500,6
279,2021-09-01 07:02:04,2021-05-20 11:34:03,2021-07-06 20:14:57,STICK,Turquoise,42,GASOLINE,http://dummyimage.com/197x250.png/dddddd/000000,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,2002,Lancer Evolution,10
280,2021-08-06 03:39:24,2021-02-19 12:33:15,2021-01-04 20:03:58,AUTOMATIC,Blue,29,GAS,http://dummyimage.com/175x375.png/cc0000/ffffff,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,2004,Wrangler,4
281,2021-04-30 08:52:27,2021-08-29 13:52:24,2021-06-26 21:30:43,AUTOMATIC,Crimson,73,GAS,http://dummyimage.com/102x199.png/dddddd/000000,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,1986,944,7
282,2021-04-17 06:08:23,2021-04-24 03:24:27,2021-04-10 22:47:52,STICK,Red,40,DIESEL,http://dummyimage.com/250x304.png/5fa2dd/ffffff,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,1999,RL,1
283,2021-03-03 09:07:32,2021-02-17 10:02:08,2021-04-07 00:36:05,STICK,Blue,48,GAS,http://dummyimage.com/149x339.png/cc0000/ffffff,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,1998,Suburban 2500,7
284,2021-02-02 02:21:59,2021-06-13 18:51:15,2021-01-31 06:52:57,AUTOMATIC,Purple,99,GAS,http://dummyimage.com/183x357.png/5fa2dd/ffffff,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,2009,Grand Marquis,8
285,2021-02-01 05:07:30,2021-06-09 04:30:19,2021-09-17 14:58:46,STICK,Fuscia,34,DIESEL,http://dummyimage.com/174x177.png/ff4444/ffffff,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,2000,Ram 3500,6
286,2021-09-17 23:45:21,2021-02-26 03:44:02,2021-04-24 21:37:19,AUTOMATIC,Blue,43,DIESEL,http://dummyimage.com/239x300.png/ff4444/ffffff,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,1988,Grand Am,8
287,2021-01-10 19:15:33,2021-02-24 18:32:12,2021-08-17 03:22:14,STICK,Teal,48,GAS,http://dummyimage.com/202x229.png/ff4444/ffffff,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,1987,Courier,7
288,2021-07-14 19:07:44,2021-09-03 04:23:29,2021-01-10 10:14:22,STICK,Crimson,49,DIESEL,http://dummyimage.com/164x363.png/ff4444/ffffff,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,1987,RX-7,8
289,2021-04-08 17:26:31,2021-08-06 06:27:45,2021-06-07 09:17:15,STICK,Puce,73,GASOLINE,http://dummyimage.com/101x288.png/5fa2dd/ffffff,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,2006,Stratus,8
290,2021-01-31 19:42:17,2021-01-09 22:27:08,2021-06-16 00:56:21,STICK,Khaki,62,GASOLINE,http://dummyimage.com/124x320.png/5fa2dd/ffffff,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,1998,Grand Am,2
291,2021-03-13 06:15:43,2021-09-24 01:56:37,2021-02-26 10:54:08,AUTOMATIC,Maroon,45,GAS,http://dummyimage.com/194x275.png/dddddd/000000,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,1997,Yukon,2
292,2021-09-18 23:50:09,2021-08-30 16:17:27,2021-05-26 17:38:45,STICK,Orange,44,GASOLINE,http://dummyimage.com/249x237.png/cc0000/ffffff,massa id lobortis convallis tortor risus dapibus augue vel accumsan,2003,Wrangler,2
293,2021-07-17 16:16:04,2021-09-14 13:41:44,2021-07-28 01:38:30,AUTOMATIC,Fuscia,60,GASOLINE,http://dummyimage.com/159x136.png/cc0000/ffffff,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,2011,Silverado 3500,9
294,2021-01-14 02:04:03,2021-04-20 21:22:46,2021-05-17 05:17:34,STICK,Orange,91,DIESEL,http://dummyimage.com/228x349.png/5fa2dd/ffffff,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,1992,Shadow,8
295,2021-01-07 06:59:20,2021-03-22 13:11:22,2021-05-19 10:26:31,AUTOMATIC,Goldenrod,83,GASOLINE,http://dummyimage.com/220x152.png/5fa2dd/ffffff,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,1991,Tracer,7
296,2021-02-06 21:46:44,2021-02-06 04:16:20,2021-07-22 08:32:20,STICK,Puce,23,DIESEL,http://dummyimage.com/212x113.png/5fa2dd/ffffff,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,1992,Diamante,5
297,2021-01-22 14:22:54,2021-03-20 07:48:12,2021-06-13 15:36:17,STICK,Mauv,69,DIESEL,http://dummyimage.com/240x322.png/dddddd/000000,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,2012,Frontier,2
298,2021-04-16 05:39:51,2021-04-04 05:58:50,2021-04-23 18:25:34,STICK,Indigo,8,GASOLINE,http://dummyimage.com/132x235.png/dddddd/000000,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,2001,Leganza,1
299,2021-08-31 16:37:18,2021-04-23 14:16:20,2021-09-22 23:38:47,AUTOMATIC,Puce,82,GAS,http://dummyimage.com/126x328.png/dddddd/000000,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,1992,F150,10
300,2021-05-19 03:54:41,2021-06-24 05:53:50,2021-05-17 07:36:30,STICK,Puce,7,DIESEL,http://dummyimage.com/230x395.png/5fa2dd/ffffff,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,2002,Savana 2500,5
301,2021-03-05 20:43:13,2021-06-18 02:25:22,2021-04-24 02:26:39,STICK,Yellow,7,GASOLINE,http://dummyimage.com/136x238.png/cc0000/ffffff,gravida sem praesent id massa id nisl venenatis lacinia aenean,2000,Town & Country,6
302,2021-05-20 19:51:03,2021-03-20 00:15:59,2021-08-04 07:41:49,AUTOMATIC,Aquamarine,94,DIESEL,http://dummyimage.com/236x163.png/ff4444/ffffff,odio cras mi pede malesuada in imperdiet et commodo vulputate justo,2008,CTS,1
303,2021-03-18 12:27:22,2021-03-27 15:15:23,2021-06-22 08:04:54,STICK,Violet,62,GAS,http://dummyimage.com/192x215.png/ff4444/ffffff,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,1999,Discovery,5
304,2021-01-23 22:29:55,2021-06-04 18:38:12,2021-04-09 22:53:37,AUTOMATIC,Purple,5,GASOLINE,http://dummyimage.com/102x287.png/cc0000/ffffff,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,1999,Tracer,2
305,2021-03-13 19:21:58,2021-07-12 16:29:07,2021-07-05 16:31:26,STICK,Orange,56,DIESEL,http://dummyimage.com/139x380.png/dddddd/000000,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,1998,Wrangler,10
306,2021-08-29 23:58:11,2021-07-28 13:00:12,2021-04-15 23:59:24,AUTOMATIC,Turquoise,99,DIESEL,http://dummyimage.com/198x210.png/ff4444/ffffff,nunc proin at turpis a pede posuere nonummy integer non,1997,Probe,8
307,2021-09-05 15:07:24,2021-05-18 16:03:15,2021-09-02 09:23:21,STICK,Yellow,68,GAS,http://dummyimage.com/149x399.png/5fa2dd/ffffff,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,1978,Grand Prix,10
308,2021-04-10 06:50:38,2021-08-24 19:48:02,2021-07-09 21:15:10,AUTOMATIC,Yellow,92,GASOLINE,http://dummyimage.com/184x167.png/dddddd/000000,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,2003,Thunderbird,6
309,2021-04-26 08:58:02,2021-08-12 20:03:09,2021-04-30 07:29:05,STICK,Red,33,GASOLINE,http://dummyimage.com/177x161.png/cc0000/ffffff,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,2006,Reno,5
310,2021-05-28 04:50:11,2021-02-23 19:52:39,2021-05-03 22:50:12,AUTOMATIC,Puce,75,GAS,http://dummyimage.com/109x380.png/cc0000/ffffff,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,1999,Sparrow,7
311,2021-05-18 13:58:12,2021-09-18 19:15:50,2021-02-21 13:16:27,STICK,Goldenrod,24,GAS,http://dummyimage.com/152x122.png/ff4444/ffffff,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,2005,Escalade,2
312,2021-05-22 19:18:14,2021-05-02 11:57:59,2021-02-23 14:52:17,AUTOMATIC,Aquamarine,88,GASOLINE,http://dummyimage.com/245x209.png/cc0000/ffffff,nulla nunc purus phasellus in felis donec semper sapien a libero,1993,5 Series,3
313,2021-09-18 17:51:19,2021-02-13 17:03:26,2021-07-22 06:57:28,STICK,Yellow,91,GASOLINE,http://dummyimage.com/161x218.png/5fa2dd/ffffff,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,2010,Fusion,10
314,2021-09-23 10:08:47,2021-01-22 19:00:09,2021-08-10 05:49:08,AUTOMATIC,Goldenrod,65,GASOLINE,http://dummyimage.com/243x382.png/cc0000/ffffff,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,1990,GTO,2
315,2021-07-13 01:13:13,2021-04-03 22:38:10,2021-02-06 08:23:33,AUTOMATIC,Khaki,19,GASOLINE,http://dummyimage.com/148x295.png/ff4444/ffffff,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,1995,Impala SS,2
316,2021-06-26 11:51:40,2021-07-12 14:50:53,2021-08-03 22:23:14,STICK,Indigo,83,DIESEL,http://dummyimage.com/175x191.png/5fa2dd/ffffff,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,1998,A6,1
317,2021-07-22 23:12:42,2021-09-11 18:02:06,2021-08-12 22:55:59,STICK,Purple,18,GAS,http://dummyimage.com/116x318.png/cc0000/ffffff,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,2012,Cayenne,4
318,2021-04-21 20:41:31,2021-04-01 17:26:07,2021-04-21 17:55:26,STICK,Puce,25,GAS,http://dummyimage.com/209x163.png/5fa2dd/ffffff,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2012,Quest,9
319,2021-07-27 19:11:11,2021-08-25 22:38:27,2021-08-07 09:17:56,STICK,Teal,65,GAS,http://dummyimage.com/221x164.png/ff4444/ffffff,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,1994,Altima,6
320,2021-03-09 15:52:12,2021-01-16 16:56:45,2021-03-25 03:34:32,AUTOMATIC,Yellow,43,GASOLINE,http://dummyimage.com/135x105.png/5fa2dd/ffffff,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,1986,W201,10
321,2021-07-22 16:18:57,2021-06-03 11:29:50,2021-07-25 22:30:41,AUTOMATIC,Pink,30,GASOLINE,http://dummyimage.com/188x246.png/cc0000/ffffff,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,1994,Corsica,10
322,2021-03-23 20:43:20,2021-06-18 02:10:54,2021-06-08 18:17:54,AUTOMATIC,Crimson,42,GAS,http://dummyimage.com/169x294.png/ff4444/ffffff,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,2006,Daewoo Kalos,4
323,2021-07-07 19:02:29,2021-05-27 10:03:32,2021-04-11 05:15:53,STICK,Violet,90,DIESEL,http://dummyimage.com/151x277.png/cc0000/ffffff,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,1994,S10 Blazer,9
324,2021-09-24 08:50:49,2021-04-28 14:37:23,2021-07-24 19:26:37,STICK,Mauv,98,GAS,http://dummyimage.com/238x193.png/5fa2dd/ffffff,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,1998,Firebird,6
325,2021-06-09 14:12:57,2021-04-17 21:02:16,2021-05-15 09:56:55,STICK,Teal,40,GAS,http://dummyimage.com/203x305.png/dddddd/000000,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,1989,Golf,7
326,2021-07-28 22:53:08,2021-07-12 07:32:51,2021-02-10 01:22:26,STICK,Violet,90,GAS,http://dummyimage.com/185x386.png/cc0000/ffffff,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,2011,Rapide,2
327,2021-08-08 00:39:46,2021-03-08 01:58:57,2021-02-03 01:45:07,AUTOMATIC,Fuscia,90,GAS,http://dummyimage.com/159x399.png/5fa2dd/ffffff,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,2001,Passat,1
328,2021-07-26 10:40:05,2021-02-22 13:47:20,2021-07-16 21:50:39,STICK,Turquoise,44,GASOLINE,http://dummyimage.com/120x269.png/cc0000/ffffff,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,1994,Quattro,5
329,2021-08-02 07:48:24,2021-05-25 19:36:25,2021-06-04 04:34:10,AUTOMATIC,Green,44,GASOLINE,http://dummyimage.com/214x358.png/dddddd/000000,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,2008,Cobalt,2
330,2021-09-11 21:08:17,2021-01-22 17:15:48,2021-05-27 00:42:23,AUTOMATIC,Turquoise,46,GASOLINE,http://dummyimage.com/220x222.png/cc0000/ffffff,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,1997,Stratus,10
331,2021-03-31 09:14:27,2021-05-19 01:15:36,2021-06-03 11:19:29,AUTOMATIC,Blue,46,GASOLINE,http://dummyimage.com/242x339.png/cc0000/ffffff,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,2004,X5,5
332,2021-06-20 07:16:30,2021-02-10 18:02:38,2021-03-13 05:53:55,AUTOMATIC,Yellow,41,GAS,http://dummyimage.com/202x208.png/cc0000/ffffff,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,1995,Golf,4
